comparison,case_id,policy,left,right,jaccard,intersection_over_min,reason,selected_count_delta,qualified_rate_delta
balanced_vs_novelty,agent_tools__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,agent_tools__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,agent_tools__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,agent_tools__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,agent_tools__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,agent_tools__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,agent_tools__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,agent_tools__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_exploration__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_exploration__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_exploration__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_exploration__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_graph__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_graph__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_graph__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_graph__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_policy__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,learning_policy__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,learning_policy__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_policy__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
